"Story","Title","Result","Date","Stability","Duration (s)"
"Llamar las peticiones get,post,put y delete","Petición GET","SUCCESS","2023-05-30T20:26:51.149619-05:00[America/Bogota]","0.0","6.45"
"Llamar las peticiones get,post,put y delete","Generar simple post","SUCCESS","2023-05-30T20:26:57.666618-05:00[America/Bogota]","0.0","0.77"
"Llamar las peticiones get,post,put y delete","Petición PUT","SUCCESS","2023-05-30T20:27:00.11723-05:00[America/Bogota]","0.0","0.8"
